# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-a" "Saccharomyces_cerevisiae.R64-1-1.gtf" "-o" "gene_counts.txt" "SRR636637_sorted.bam" "SRR636636_sorted.bam" "SRR636635_sorted.bam" "SRR636633_sorted.bam" "SRR636638_sorted.bam" "SRR636634_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR636637_sorted.bam	SRR636636_sorted.bam	SRR636635_sorted.bam	SRR636633_sorted.bam	SRR636638_sorted.bam	SRR636634_sorted.bam
YMR144W	XIII	553362	554390	+	1029	244	291	174	236	202	168
YMR068W	XIII	406304	407584	+	1281	386	556	150	164	327	149
YML097C	XIII	78335	79690	-	1356	572	281	382	461	543	440
YMR182C	XIII	624532	625167	-	636	206	187	351	444	187	330
YMR295C	XIII	858297	858890	-	594	1328	1208	898	942	1264	944
YMR181C	XIII	623616	624080	-	465	1279	1416	383	469	1298	400
YML080W	XIII	108806	110077	+	1272	95	129	732	759	85	640
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	107	189	63	78	111	66
YMR140W	XIII	547714	549183	+	1470	1114	1118	347	368	1066	323
YMR058W	XIII	388822	390732	+	1911	19934	35412	12804	13091	11943	9629
YMR076C	XIII	416196	420029	-	3834	822	622	879	1049	580	843
YMR239C	XIII	748262	749677	-	1416	46	26	665	1067	73	760
tG(GCC)M	XIII	183898	183968	-	71	1	1	0	0	3	0
YMR242C	XIII	753225	753742	-	518	2932	1833	18575	20888	3845	17650
YMR306C-A	XIII	886183	886572	-	390	10	29	2	10	16	2
YMR193C-A	XIII	651072	651458	-	387	25	9	47	80	20	60
YMR114C	XIII	496343	497449	-	1107	704	321	104	155	666	126
YMR009W	XIII	284102	284641	+	540	328	389	266	343	318	357
YMR088C	XIII	443414	445102	-	1689	1899	2583	2775	2612	1643	2227
YMR253C	XIII	775946	777190	-	1245	664	901	354	358	611	356
YMR103C	XIII	472902	473264	-	363	504	716	96	133	426	107
YMR254C	XIII	777615	777923	-	309	18	16	13	25	20	12
YMR303C	XIII	873291	874337	-	1047	490	694	595	773	469	584
YMR316W	XIII	904825	905835	+	1011	247	153	182	184	208	534
YML017W	XIII;XIII	236588;236954	236591;238731	+;+	1782	751	806	767	828	768	605
YMR104C	XIII	473420	475453	-	2034	1729	2545	367	425	1755	339
YMR309C	XIII	892988	895426	-	2439	1655	1016	5764	5979	1341	5417
YML133W-A	XIII	1610	2185	+	576	0	0	0	0	0	0
YMR155W	XIII	568551	570194	+	1644	1704	2647	832	913	1243	776
YMR313C	XIII	899379	901307	-	1929	1235	1336	810	830	1148	759
YMR028W	XIII	327482	328582	+	1101	741	512	221	319	767	288
snR72	XIII	298554	298651	+	98	3	0	3	2	0	4
YMR154C	XIII	565999	568182	-	2184	611	729	278	331	576	311
tY(GUA)M1	XIII;XIII	168795;168848	168833;168883	+;+	75	1	0	0	0	2	1
snR75	XIII	297918	298006	+	89	20	5	14	23	18	16
YML096W	XIII	79909	81486	+	1578	488	436	918	1087	380	902
YML016C	XIII	239458	241536	-	2079	2900	3784	1665	1621	2380	1701
YML006C	XIII	256092	258416	-	2325	365	363	459	591	289	548
YMR178W	XIII	618479	619303	+	825	1268	2077	704	953	1368	811
YML109W	XIII	51640	54468	+	2829	528	915	521	768	409	543
YML015C	XIII	241989	243029	-	1041	448	488	384	527	463	422
YMR197C	XIII	658545	659198	-	654	1761	1567	349	380	2003	359
YML014W	XIII	243225	244064	+	840	204	329	491	723	216	473
YML106W	XIII	56773	57453	+	681	2507	2793	8305	8011	2259	7251
YML025C	XIII;XIII	224406;225339	225239;225365	-;-	861	738	864	351	457	682	462
tS(AGA)M	XIII	259158	259239	-	82	0	0	0	0	0	0
YMR172C-A	XIII	607828	608211	-	384	7	2	4	6	3	9
YMR193W	XIII	650036	650812	+	777	624	605	236	333	700	208
YML052W	XIII	170402	171310	+	909	2356	2856	3720	3664	1978	3080
YML079W	XIII	110247	110852	+	606	1413	1884	719	738	1300	613
YML101C-A	XIII	69409	69726	-	318	0	0	0	0	0	0
YML047C	XIII	180017	181075	-	1059	1	0	3	4	3	6
YMR174C	XIII	610159	610365	-	207	360	320	32	26	319	29
YMR218C	XIII	703579	706887	-	3309	1013	1096	864	949	962	822
YMR315W	XIII	902800	903849	+	1050	35781	43531	1431	1374	31038	1334
YMR001C	XIII	269019	271136	-	2118	264	318	1098	1309	199	1114
tV(AAC)M1	XIII	372445	372518	-	74	0	0	0	0	0	0
tE(UUC)M	XIII	290801	290872	+	72	0	0	0	0	0	0
YML121W	XIII	26930	27862	+	933	1001	361	503	448	838	621
YMR085W	XIII	437491	438789	+	1299	1036	777	64	80	1459	66
YMR105W-A	XIII	478064	478258	+	195	19	32	23	37	15	27
YMR122C	XIII	510701	511075	-	375	122	149	63	84	115	69
snR78	XIII	297278	297364	+	87	1	2	1	3	1	3
YMR217W	XIII	701790	703367	+	1578	1705	1099	22929	20874	2236	20688
tA(AGC)M2	XIII	768369	768441	-	73	0	0	0	0	0	0
YMR298W	XIII	863819	864271	+	453	2533	2338	1045	996	2411	1072
YMR057C	XIII	388359	388730	-	372	30	44	13	15	18	11
YML042W	XIII	192788	194800	+	2013	778	1045	214	272	662	222
YMR320W	XIII	916746	917051	+	306	75	114	93	130	80	120
YMR287C	XIII	842436	845345	-	2910	561	506	296	396	552	317
YMR289W	XIII	848685	849809	+	1125	1005	744	514	523	968	547
YML048W	XIII	178426	179637	+	1212	6641	9032	5239	5602	5445	4439
YMR250W	XIII	770801	772558	+	1758	9078	15307	217	236	8380	182
YMR230W-A	XIII	733268	733456	+	189	1	0	7	25	1	10
YMR124W	XIII	514456	517287	+	2832	1159	1166	664	772	1108	753
YMR311C	XIII	896914	897603	-	690	2102	1152	386	527	2274	454
snR77	XIII	297506	297593	+	88	8	5	8	15	10	7
YMR322C	XIII	918366	919079	-	714	0	0	2	1	0	1
YML119W	XIII	30611	31684	+	1074	153	223	430	514	138	408
YML043C	XIII	190244	191767	-	1524	48	30	390	646	35	337
YML046W	XIII	181474	183363	+	1890	863	381	822	768	720	845
YML004C	XIII	261705	262685	-	981	7377	10247	1787	2143	7480	1753
YMR071C	XIII	410762	411265	-	504	2381	3395	976	1038	2276	914
YMR229C	XIII	725934	731123	-	5190	352	105	7041	9155	281	7560
YMR063W	XIII	397077	397796	+	720	241	197	173	208	207	171
YMR301C	XIII	867555	869627	-	2073	541	470	1169	928	391	959
YMR276W	XIII	818827	819948	+	1122	3846	4877	2620	2250	3381	2074
YMR002W	XIII	272193	272663	+	471	3034	2935	1817	2010	2135	1975
YML081C-A	XIII	103983	104162	-	180	860	552	493	452	695	512
YML019W	XIII	233457	234455	+	999	1053	1214	1765	1834	865	1505
YMR176W	XIII	611740	615975	+	4236	940	1067	1126	1130	804	894
YMR158W-B	XIII	574471	574791	+	321	1	0	0	0	3	0
YML108W	XIII	54793	55110	+	318	167	142	452	588	140	345
YMR198W	XIII	659745	661529	+	1785	267	326	336	438	296	319
YML094W	XIII;XIII	82275;82374	82290;82849	+;+	492	141	171	246	292	158	198
YMR006C	XIII	277561	279681	-	2121	691	1098	5658	5058	465	4702
YML003W	XIII	263483	264355	+	873	243	230	98	116	228	103
YML057C-A	XIII	160023	160412	-	390	17	31	13	8	15	7
YML009C-A	XIII	250675	251001	-	327	27	31	26	43	16	32
tQ(CUG)M	XIII	808246	808317	-	72	0	0	0	0	0	0
YML093W	XIII	83090	85789	+	2700	154	41	1874	2908	163	2306
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	19847	14075	107123	130028	25785	89845
YMR196W	XIII	655076	658342	+	3267	4977	8669	595	697	4067	643
YML053C	XIII	169116	169754	-	639	371	49	195	223	380	260
YMR151W	XIII	562506	562943	+	438	44	48	31	35	32	23
YML009C	XIII	251304	251516	-	213	329	414	257	345	333	293
YMR070W	XIII	409154	410626	+	1473	219	115	364	340	206	367
YMR219W	XIII	707133	712109	+	4977	1082	326	543	851	1081	754
YML037C	XIII	204386	205408	-	1023	92	67	76	111	69	113
YMR280C	XIII	827028	831329	-	4302	460	654	326	267	342	261
YMR170C	XIII	601562	603082	-	1521	988	1310	298	260	909	305
YMR123W	XIII	513593	513961	+	369	567	759	1205	1165	646	1012
YML012C-A	XIII	245537	245914	-	378	5	3	5	7	4	3
YMR019W	XIII	312156	315005	+	2850	977	1022	789	964	940	753
YMR206W	XIII	675896	676837	+	942	83	146	26	32	67	25
YMR165C	XIII	590040	592628	-	2589	884	871	464	575	785	576
YMR010W	XIII	285100	286317	+	1218	1153	1687	1503	1606	829	1321
YMR184W	XIII	628189	628785	+	597	466	762	286	327	394	263
YML126C	XIII	19060	20535	-	1476	5684	6594	8224	7890	4509	7557
YMR244W	XIII	757250	758317	+	1068	16	32	35	50	12	38
YMR279C	XIII	824729	826351	-	1623	336	463	404	400	307	359
YMR316C-B	XIII	907321	907629	-	309	15	27	11	7	14	8
YMR107W	XIII	483014	483361	+	348	16	11	3	16	16	4
YML054C-A	XIII	167623	167781	-	159	34	51	26	25	26	28
YMR043W	XIII	353871	354731	+	861	570	456	747	862	522	809
tA(AGC)M1	XIII	321147	321219	-	73	0	0	0	0	0	0
YMR270C	XIII	805326	806423	-	1098	614	374	547	733	553	592
YMR175W	XIII	611016	611255	+	240	56	56	7	15	60	8
YML009W-B	XIII	250435	250911	+	477	0	0	0	0	0	0
YMR035W	XIII	341142	341675	+	534	537	636	363	417	510	316
YMR108W	XIII	484084	486147	+	2064	5668	2916	10259	9029	8385	9671
YML002W	XIII	264541	266754	+	2214	1110	1206	719	730	919	695
YML111W	XIII	46942	49704	+	2763	1445	1322	1169	1327	1300	1240
YMR278W	XIII	822763	824631	+	1869	1674	1787	632	578	1810	634
YMR185W	XIII	629025	631970	+	2946	214	232	997	1307	190	979
YMR304C-A	XIII	878780	879130	-	351	531	481	780	746	373	663
YML084W	XIII	99489	99797	+	309	0	6	0	2	1	3
YMR258C	XIII	782620	784281	-	1662	2239	3023	626	679	1972	604
YMR023C	XIII	319437	321017	-	1581	476	512	167	207	369	227
YMR291W	XIII	852630	854390	+	1761	380	287	361	348	359	464
YMR041C	XIII	350966	351973	-	1008	1513	1925	269	292	1168	276
YMR029C	XIII	328660	330231	-	1572	1718	2045	522	784	1761	537
YMR092C	XIII	451632	453479	-	1848	5615	7096	2320	2267	4783	2297
YMR138W	XIII	545155	545730	+	576	99	169	155	234	147	147
YMR122W-A	XIII	511315	511569	+	255	6956	9414	8291	7516	5685	8168
YMR053C	XIII	380346	382898	-	2553	631	809	143	138	631	144
YMR220W	XIII	712316	713671	+	1356	3214	4279	1966	2179	2873	1956
YMR087W	XIII	442527	443381	+	855	536	870	224	249	416	179
YML031W	XIII	214189	216156	+	1968	1763	1886	2376	2298	1332	2230
YML118W	XIII	32334	33851	+	1518	177	205	39	49	214	31
YML120C	XIII	28266	29807	-	1542	1139	1024	356	334	1086	387
YMR078C	XIII	422503	424728	-	2226	704	816	702	827	570	689
tL(CAA)M	XIII;XIII	504895;504965	504932;505008	+;+	82	0	0	0	0	0	0
YMR042W	XIII	352603	353136	+	534	130	172	396	500	89	414
YMR251W	XIII	772915	774015	+	1101	662	471	34	44	467	43
YMR223W	XIII	716715	718130	+	1416	447	344	688	672	379	694
YML007C-A	XIII	253162	253272	-	111	73	81	13	5	40	8
YMR256C	XIII	778945	779127	-	183	340	96	163	215	369	182
YMR214W	XIII	695350	696483	+	1134	1014	1478	1423	1448	922	1251
tP(UGG)M	XIII;XIII	196068;196135	196103;196170	-;-	72	9	5	3	9	10	5
YMR055C	XIII	386101	387021	-	921	519	490	304	296	338	327
YML117W	XIII	34243	37647	+	3405	4144	6109	1671	1807	3977	1335
YMR271C	XIII	806865	807548	-	684	830	1296	147	169	822	150
snR24	XIII	499984	500072	-	89	12	12	25	43	10	20
YMR226C	XIII	721593	722396	-	804	4758	8191	2017	2690	4414	1909
YML110C	XIII	50031	50954	-	924	4859	3531	2067	2116	4773	1881
YML047W-A	XIII	179893	180258	+	366	1	4	3	3	2	2
YML007W	XIII	253848	255800	+	1953	10152	11245	1845	2066	9097	1765
YMR190C	XIII	640915	645258	-	4344	593	691	599	753	550	554
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	376	213	206	238	307	256
YMR264W	XIII	795805	796416	+	612	1250	1486	1191	1310	1069	1128
YMR037C	XIII	344403	346517	-	2115	1827	1443	876	826	1520	908
YML024W	XIII;XIII	225889;226290	225891;226697	+;+	411	4414	3027	20306	23976	6375	19484
YML083C	XIII	99794	101050	-	1257	140	214	84	76	97	64
YMR182W-A	XIII	625811	625897	+	87	12	10	21	27	15	24
YMR030W	XIII	330793	331923	+	1131	272	74	42	46	315	77
YMR187C	XIII	634689	635984	-	1296	242	166	216	208	184	297
YMR238W	XIII	746353	747729	+	1377	2042	3148	2037	1761	1469	1669
YML061C	XIII	148953	151532	-	2580	682	745	790	883	591	864
YMR130W	XIII	532119	533027	+	909	893	955	723	782	744	631
YMR005W	XIII	276045	277211	+	1167	877	786	753	878	806	872
YMR054W	XIII	383303	385975	+	2673	3763	5055	2532	2560	2746	2103
YMR209C	XIII	685911	687284	-	1374	448	579	966	1025	414	845
YML102W	XIII	68294	69700	+	1407	777	1191	559	605	641	518
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	533	438	2790	3465	731	2902
YMR252C	XIII	775315	775719	-	405	300	424	293	266	254	255
YMR164C	XIII	587274	589550	-	2277	1118	1060	404	386	878	345
YMR074C	XIII	413036	413473	-	438	1441	1271	1347	1389	1409	1122
YML065W	XIII	142210	144954	+	2745	422	496	766	1151	447	830
YMR243C	XIII	754838	756166	-	1329	3832	5456	12083	12430	3052	10417
snR85	XIII	67768	67938	-	171	16	12	18	21	16	12
YMR145C	XIII	554793	556475	-	1683	4289	7050	3986	3784	2681	4199
YML071C	XIII	129749	131572	-	1824	593	116	307	320	619	415
YMR015C	XIII	300869	302485	-	1617	1246	1546	3808	4078	1085	3708
YML070W	XIII	133475	135229	+	1755	7326	13514	2008	1898	6089	1827
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	1880	1782	2432	2572	1521	2526
YMR325W	XIII	922641	923015	+	375	0	0	0	0	0	0
YMR141W-A	XIII	550911	551135	+	225	15	6	35	47	10	32
YML072C	XIII	124730	129367	-	4638	5377	6900	9106	7874	4471	7730
YML105C	XIII	57866	58687	-	822	673	741	829	965	749	790
YMR119W-A	XIII	506996	507370	+	375	49	58	85	93	27	64
YMR069W	XIII	407709	408566	+	858	15	10	44	50	18	31
YMR293C	XIII	855399	856793	-	1395	465	427	250	248	370	244
YML124C	XIII;XIII	22048;23659	23360;23683	-;-	1338	3409	4888	3342	3431	2985	2876
YMR090W	XIII	449245	449928	+	684	13725	14910	171	194	12612	231
YML029W	XIII	217362	219878	+	2517	2486	3771	1113	1158	1910	946
YMR171C	XIII	603868	605520	-	1653	1039	1632	1352	1303	954	1117
YMR102C	XIII	469848	472352	-	2505	1073	981	623	771	908	893
YMR188C	XIII	636291	637004	-	714	477	200	178	261	503	209
YMR269W	XIII	804456	805091	+	636	67	4	68	61	68	229
YMR128W	XIII	523696	527499	+	3804	164	105	1697	2499	160	1840
YMR039C	XIII	348644	349522	-	879	1268	325	484	710	1699	621
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	2256	1156	9141	11894	3164	9672
YMR267W	XIII	801772	802704	+	933	915	1325	442	622	890	467
YMR247C	XIII	763351	768039	-	4689	1185	1343	1855	2074	1020	1892
YMR152W	XIII	563096	564193	+	1098	2191	3387	822	831	1839	847
YMR251W-A	XIII	774752	774931	+	180	12265	9364	626	663	13212	804
YMR146C	XIII	557481	558524	-	1044	2509	2372	5966	6002	2520	5434
YMR228W	XIII	724626	725651	+	1026	331	305	239	237	272	308
YMR032W	XIII	335298	337307	+	2010	76	96	495	652	86	473
YMR013C-A	XIII	296471	296620	-	150	0	0	0	0	0	0
YMR001C-A	XIII	271347	271577	-	231	3	0	20	16	1	22
YMR031W-A	XIII	334709	335035	+	327	16	22	5	13	12	7
YMR153W	XIII	564435	565862	+	1428	787	925	713	809	765	677
YMR056C	XIII	387315	388244	-	930	490	526	150	180	400	166
YMR282C	XIII	833356	835098	-	1743	518	199	481	512	430	475
YMR234W	XIII	740266	741312	+	1047	372	340	493	559	391	484
YMR323W	XIII	920088	921401	+	1314	4	1	0	1	2	1
YMR062C	XIII	395054	396379	-	1326	4076	4046	1298	1303	3963	1166
YMR247W-A	XIII	769283	769426	+	144	30	43	5	11	34	12
YMR038C	XIII	347511	348260	-	750	6615	6269	2099	2182	6768	1839
YMR049C	XIII	368094	370517	-	2424	191	161	3336	3811	242	3312
YMR272W-B	XIII	811089	811196	+	108	8	5	7	7	6	7
YMR147W	XIII	559199	559870	+	672	97	100	204	236	75	203
YML067C	XIII;XIII	139063;140184	140090;140214	-;-	1059	2142	2523	1856	1940	1891	1634
tK(CUU)M	XIII	480621	480693	-	73	1	0	4	2	1	5
tR(UCU)M1	XIII	747892	747963	-	72	0	0	1	0	1	0
YML107C	XIII	55265	56269	-	1005	417	327	351	402	391	393
snR54	XIII	163535	163620	-	86	7	5	19	13	9	21
YMR231W	XIII	733545	736634	+	3090	1158	1236	869	873	1073	796
YMR081C	XIII	430079	431095	-	1017	527	525	102	112	497	120
YML051W	XIII	171594	172901	+	1308	2638	3077	1913	1849	1982	1635
YMR314W	XIII	901709	902413	+	705	5645	8287	2306	2580	4493	2250
YMR113W	XIII	494999	496282	+	1284	1109	812	432	436	968	477
YML031C-A	XIII	214086	214421	-	336	0	0	2	1	0	0
YMR263W	XIII	794919	795524	+	606	245	203	144	227	226	169
YML034W	XIII;XIII	209525;211571	211444;212155	+;+	2505	795	655	695	837	750	690
YMR131C	XIII	533163	534698	-	1536	637	430	5010	6081	824	5022
YMR310C	XIII	895716	896669	-	954	183	207	1202	1213	116	1112
YMR034C	XIII	339418	340722	-	1305	303	442	197	209	189	161
YML103C	XIII	62582	67549	-	4968	2768	2780	3697	3361	2173	3343
YMR306W	XIII	881159	886516	+	5358	634	870	424	462	500	366
YMR169C	XIII	599352	600872	-	1521	1971	2730	95	102	2739	84
YMR186W	XIII	632355	634472	+	2118	33617	34938	42301	47785	40566	37028
YML059C	XIII	153219	158258	-	5040	1903	3097	2752	2676	1301	2171
YML086C	XIII	95791	97371	-	1581	7487	9172	2962	2601	6602	2571
YMR013C	XIII	295179	296738	-	1560	818	419	719	607	614	745
YMR127C	XIII	522329	523345	-	1017	249	194	423	552	215	428
YMR153C-A	XIII	565574	565909	-	336	37	44	23	23	20	17
YMR212C	XIII	690695	693043	-	2349	1650	2119	3292	3312	1433	3011
YMR296C	XIII	859215	860891	-	1677	3326	3044	4573	3840	2542	4256
YMR101C	XIII	468445	469476	-	1032	37	43	16	22	35	22
YMR166C	XIII	593367	594473	-	1107	443	560	292	246	416	279
YMR061W	XIII	392755	394788	+	2034	1219	1043	1064	1222	1248	1167
YMR288W	XIII	845571	848486	+	2916	558	536	506	660	489	523
YMR265C	XIII	796540	797925	-	1386	1768	1593	461	551	1908	467
YML116W	XIII	38196	39824	+	1629	5765	6430	1060	1164	4613	1020
YML130C	XIII	11483	13174	-	1692	6673	4007	2123	2173	10099	2087
YMR273C	XIII	811233	813980	-	2748	1100	1103	543	709	1031	558
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	659	672	1322	1293	534	1031
YMR137C	XIII	542978	544963	-	1986	332	92	116	168	331	197
YMR013W-A	XIII	298311	298391	+	81	0	0	0	0	0	0
YML076C	XIII	112513	115347	-	2835	595	661	515	607	519	477
YMR082C	XIII	431769	432125	-	357	5	2	2	0	1	1
tR(UCU)M2	XIII	131825	131896	-	72	3	1	0	0	0	0
YMR022W	XIII	318680	319177	+	498	1952	2235	807	843	2027	807
YML062C	XIII	147505	148683	-	1179	710	151	206	345	797	316
YMR086C-A	XIII	442026	442364	-	339	62	118	57	71	52	47
YML035C	XIII	206428	208860	-	2433	1654	2136	1862	2008	1359	1712
YMR173W	XIII	608689	609981	+	1293	4662	5729	178	193	4524	160
YMR194C-A	XIII	652912	653136	-	225	27	38	50	49	31	41
YMR093W	XIII	454015	455556	+	1542	276	254	2117	2070	179	2069
YML036W	XIII;XIII	205642;206204	206097;206293	+;+	546	393	382	386	435	328	396
YMR307W	XIII	887003	888682	+	1680	26185	29182	55415	50789	22858	44530
YML116W-A	XIII	37472	37774	+	303	109	159	48	63	67	55
YMR021C	XIII	317165	318418	-	1254	502	428	339	429	414	332
YMR135C	XIII	538689	540056	-	1368	1549	1913	398	423	1410	386
YMR121C	XIII	509734	510348	-	615	836	1017	393	476	801	370
YMR129W	XIII	527804	531817	+	4014	1302	1840	3646	3520	1219	2964
YML066C	XIII	140424	141533	-	1110	237	317	243	234	181	221
YMR045C	XIII	357359	362627	-	5269	384	389	451	430	347	324
YMR050C	XIII	373057	378325	-	5269	44	41	33	51	28	26
YML045W	XIII	184461	189729	+	5269	102	151	146	157	96	112
YML040W	XIII	196628	197950	+	1323	0	0	0	0	0	0
YML045W-A	XIII	184461	185783	+	1323	0	0	0	0	0	0
YMR046C	XIII	361305	362627	-	1323	0	0	0	0	0	0
YMR051C	XIII	377003	378325	-	1323	0	0	0	0	0	0
YML039W	XIII	196628	201896	+	5269	75	77	73	89	86	57
YBR225W	II	670627	673329	+	2703	591	598	288	303	684	305
YBR182C-A	II	595361	595555	-	195	6	8	4	9	1	8
YBL055C	II	115573	116829	-	1257	640	975	1146	1350	591	1095
YBR293W	II	787006	788430	+	1425	1919	2607	1056	1107	1429	972
YBR223W-A	II	668721	668840	+	120	0	0	0	0	0	0
YBR115C	II	469748	473926	-	4179	3989	2860	3323	3077	4061	2932
YBR031W	II	300166	301254	+	1089	15636	13453	36327	36928	19251	31285
YBL108C-A	II	7605	7733	-	129	1	0	0	0	0	0
YBR116C	II	474199	474726	-	528	10	12	4	4	5	3
YBR241C	II	702589	704055	-	1467	2207	3909	370	434	1770	378
YBR182C	II	593506	594864	-	1359	112	134	130	143	66	182
YBR134W	II	504243	504644	+	402	12	15	22	12	13	16
YBL037W	II	147209	150286	+	3078	994	916	603	701	821	680
YBR019C	II	276253	278352	-	2100	504	485	398	347	401	335
YBR022W	II	283738	284271	+	534	385	377	211	233	366	284
YBR121C-A	II	482326	482484	-	159	0	0	0	0	0	0
YBR119W	II;II	479338;479435	479345;480323	+;+	897	476	393	193	297	530	263
YBL022C	II	177874	181275	-	3402	4846	5932	2260	2469	3740	2047
snR161	II	307185	307345	-	161	7	5	7	10	1	3
YBR243C	II	705447	706793	-	1347	3854	4369	2045	1963	2921	1690
YBR234C	II	685438	686592	-	1155	8487	11512	3356	3171	6919	2940
YBR179C	II	586547	589114	-	2568	1202	815	534	647	1070	539
YBR247C	II	713004	714455	-	1452	118	127	1866	2393	107	1818
YBR124W	II	486507	486866	+	360	3	2	0	0	2	0
YBL086C	II	61202	62602	-	1401	1115	938	187	277	1320	216
YBL065W	II	99963	100307	+	345	31	49	3	1	33	1
YBR227C	II	673572	675134	-	1563	695	353	459	543	705	457
YBR218C	II	658707	662249	-	3543	4745	4800	5738	5389	4955	4656
YBR244W	II	707528	708016	+	489	24520	13375	934	1002	24601	1058
YBR160W	II	560078	560974	+	897	1198	1674	495	645	1277	528
YBL080C	II	73070	74695	-	1626	496	349	152	172	456	159
YBR083W	II	409169	410629	+	1461	290	338	614	714	247	685
YBR294W	II	789235	791814	+	2580	597	763	454	531	446	456
tI(AAU)B	II	197494	197567	+	74	0	0	0	0	0	0
YBR091C	II	427155	427484	-	330	228	330	231	230	167	181
YBR284W	II	771239	773632	+	2394	254	242	69	68	207	70
YBR158W	II	556549	558198	+	1650	1387	1393	5277	5085	1245	5233
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	476	309	158	244	450	217
YBL071C	II	90223	90531	-	309	43	52	207	240	32	199
YBR126W-B	II	490927	491070	+	144	68	61	26	36	79	33
YBR229C	II	676357	679221	-	2865	2888	1734	2394	2032	2267	2012
YBR042C	II	320416	321609	-	1194	1228	1413	1440	1535	1086	1239
YBR150C	II	541209	544493	-	3285	837	725	342	353	828	325
YBR298C	II	802631	804475	-	1845	370	902	227	307	272	227
YBR143C	II	530869	532182	-	1314	2042	2572	7559	8741	2108	7572
YBR014C	II	266725	267336	-	612	1034	1344	497	552	1042	476
tS(AGA)B	II	227075	227156	+	82	0	0	1	0	0	0
YBR259W	II	730387	732453	+	2067	527	227	413	513	403	490
YBR060C	II	360652	362514	-	1863	552	587	654	861	560	651
YBR180W	II	589741	591459	+	1719	94	118	117	99	77	106
YBL034C	II	153848	158389	-	4542	440	342	605	628	403	512
YBR212W	II	647886	649904	+	2019	4048	4244	1172	1051	3088	1049
YBR071W	II	380411	381046	+	636	1248	1115	572	569	1117	700
YBL074C	II	86722	87789	-	1068	219	284	169	228	182	171
YBL107C	II	9961	10551	-	591	361	399	284	445	304	302
YBR097W	II	436951	441315	+	4365	772	820	608	696	714	500
YBR136W	II	505668	512774	+	7107	812	1049	811	759	696	637
YBR039W	II	315575	316510	+	936	2956	1734	1285	1372	2906	1398
YBL089W	II	49574	50953	+	1380	846	975	747	640	834	636
YBL067C	II	93639	95882	-	2244	1154	1459	1537	1827	980	1356
YBR270C	II	742761	744398	-	1638	240	282	206	215	175	205
YBR087W	II	423765	424829	+	1065	922	932	799	932	909	769
YBR121C	II	481364	483367	-	2004	3603	3580	13334	12395	4019	11255
YBR026C	II	292877	294019	-	1143	3034	3947	847	884	3010	750
YBR197C	II	615203	615856	-	654	408	547	430	531	315	427
YBR027C	II	294024	294356	-	333	14	8	31	25	10	21
YBR177C	II	584807	586162	-	1356	3805	4698	1315	1046	3615	1048
YBR176W	II	583720	584658	+	939	649	450	311	301	536	356
YBR230W-A	II	680362	680562	+	201	216	217	56	62	162	53
YBR090C	II;II	426333;426874	426516;427058	-;-	369	20	30	16	26	14	6
YBL071C-B	II	89458	89556	-	99	1	3	4	6	4	3
YBR064W	II	367763	368191	+	429	1	0	0	0	0	1
YBR044C	II	324341	326059	-	1719	994	1288	410	524	796	402
YBL068W	II	92414	93394	+	981	369	365	1311	1518	382	1296
YBR216C	II	655576	657600	-	2025	1541	2141	610	730	1516	652
YBR271W	II	744852	746111	+	1260	105	112	779	915	88	791
YBR084W	II	411054	413981	+	2928	662	513	9063	8187	923	6665
YBR065C	II	368584	369678	-	1095	329	360	293	390	338	296
YBR245C	II	708150	711539	-	3390	1288	1595	1462	1780	1174	1382
YBR085W	II	415983	416906	+	924	144	128	477	491	157	440
YBR059C	II	356861	360187	-	3327	2842	3488	1235	1344	2496	1126
YBR068C	II	373861	375690	-	1830	10799	12938	9723	8923	8281	9801
YBR285W	II	773922	774356	+	435	61	84	18	22	72	13
YBR041W	II	318266	320275	+	2010	2762	2623	2263	2012	2065	1982
YBR252W	II	722611	723054	+	444	561	610	1291	1341	487	1045
YBL082C	II	69751	71127	-	1377	807	1256	1563	1644	586	1298
YBL002W	II	236492	236887	+	396	717	461	9033	8581	789	8861
YBL098W	II	39145	40527	+	1383	765	965	652	678	754	591
YBR117C	II	474392	476437	-	2046	325	520	346	338	251	301
YBR214W	II	651415	652998	+	1584	6081	6803	628	705	5881	592
YBR169C	II	573915	575996	-	2082	8923	6695	310	280	12152	285
YBR207W	II	635146	636543	+	1398	4155	4386	1206	1239	3429	1162
YBR155W	II	549771	550928	+	1158	254	66	589	781	231	817
YBL106C	II	10847	13879	-	3033	551	874	780	754	444	634
YBR237W	II	691969	694518	+	2550	849	763	373	484	818	396
YBR193C	II	609082	609753	-	672	802	922	363	382	768	346
YBR149W	II	539987	541021	+	1035	8742	15125	1764	1739	7317	1600
YBR013C	II	265492	265881	-	390	354	434	126	144	337	110
